time_s,x_m,y_m,z_m,dist_m
25.267,0.858334,1.092593,3.246527,1039.272574
25.300,-0.872521,-1.067603,3.248053,1042.040662
25.333,-0.896010,-1.071166,3.236426,1042.067111
25.367,0.716761,0.265121,3.478191,1044.175462
25.400,0.859997,1.152601,3.165755,1045.127172
25.433,0.813352,1.163618,3.159390,1045.175521
25.467,0.870260,1.143370,3.137076,1045.239913
25.500,0.916337,1.100683,3.127569,1045.303440
25.533,-0.911645,-1.151902,3.078405,1048.204831
25.567,0.471811,0.608373,3.425524,1050.470446
25.600,0.921428,1.170761,3.033634,1051.290211
25.633,0.936542,1.163837,3.014595,1051.315487
25.667,0.428288,0.518350,3.419888,1052.231587
25.700,0.932013,1.208703,2.968690,1053.197974
25.733,0.923928,1.226511,2.933338,1053.238375
25.767,0.938652,1.216384,2.921203,1053.259976
25.800,-0.940958,-1.230943,2.892490,1056.345939
25.833,-0.997852,-1.140715,2.893691,1056.452614
25.867,0.980916,1.178185,2.864109,1059.501170
25.900,0.972186,1.200771,2.836360,1059.537998
25.933,0.983118,1.187311,2.816111,1059.564657
25.967,0.471862,0.529933,3.279626,1060.517744
26.000,1.059553,1.129447,2.768144,1061.500807
26.033,-1.047735,-1.134505,2.757850,1064.593742
26.067,-1.075348,-1.141076,2.733903,1064.630878
26.100,0.427837,0.449258,3.260442,1066.881649
26.133,1.086478,1.113864,2.717090,1067.963657
26.167,1.077700,1.131773,2.688813,1067.998260
26.200,-1.091049,-1.113487,2.683098,1071.119910
26.233,-1.080775,-1.114261,2.665597,1071.140219
26.267,-1.106562,-1.105195,2.650075,1071.171653
26.300,0.008373,0.011021,0.001739,1074.254298
26.400,0.005134,-0.075949,0.012226,1074.341958
26.433,-1.203529,-1.176242,2.455165,1077.281254
26.633,0.010631,0.007193,0.003809,1080.261832
26.733,-1.130065,-1.113229,2.534457,1083.255277
26.767,0.009687,-0.000740,0.004948,1086.244437
26.800,-1.141355,-1.083997,2.544987,1089.236116
26.833,-0.188182,-0.135062,0.006871,1092.108580
26.867,-1.152251,-1.076967,2.523675,1094.963562
26.933,-1.160718,-1.068758,2.505525,1094.985207
26.967,-1.159145,-1.069453,2.503865,1094.987598
27.100,-1.161031,-1.070991,2.466041,1095.025499
27.133,1.149433,1.080580,2.460636,1098.182639
27.167,-1.157159,-1.051925,2.455438,1101.323972
27.200,1.157018,1.050458,2.444047,1104.450561
27.267,1.179203,1.030147,2.419323,1104.489496
27.333,-1.174973,-1.023476,2.395229,1107.613611
27.367,-1.170087,-1.034867,2.382205,1107.631590
27.400,-1.158467,-1.010272,2.395710,1107.661959
27.433,1.159780,1.014052,2.375251,1110.739714
27.467,-1.152579,-1.012277,2.378998,1113.814292
27.500,-1.145074,-1.011810,2.365492,1113.829751
27.533,-1.178656,-0.988830,2.345987,1113.874877
27.600,1.165400,0.991440,2.333517,1116.943463
27.633,-1.159930,-0.994079,2.322569,1120.001170
27.667,1.155473,0.985032,2.315307,1123.047155
27.733,-1.163352,-0.985165,2.284247,1126.090113
27.767,-1.155154,-0.989173,2.281773,1126.099568
27.800,-1.158740,-0.974149,2.272897,1126.117383
27.867,1.149690,0.967975,2.256524,1129.134163
27.900,-0.617604,-0.442993,2.827730,1131.466637
27.967,1.138713,0.963366,2.233343,1133.793821
28.000,-1.129252,-0.951977,2.233282,1136.762357
28.033,1.145160,0.962538,2.204051,1139.735432
28.167,-1.136904,-0.941370,2.155140,1142.707818
28.200,-1.146728,-0.913671,2.143600,1142.739392
28.267,-0.003641,-0.020023,0.003768,1145.324761
28.300,-1.122061,-0.934052,2.083255,1147.856674
28.367,1.066507,1.011573,2.070775,1150.785060
28.400,-0.246370,-0.182246,2.745938,1152.683663
28.433,1.052316,1.040512,2.021692,1154.608826
28.467,-1.062529,-1.026859,2.001539,1157.566359
28.500,0.239741,0.256189,2.707505,1159.526080
28.533,1.089076,0.961584,1.963667,1160.857338
62.967,1.406237,-2.822645,2.052495,1164.655874
63.000,1.446444,-2.782052,2.051568,1164.713016
63.033,1.417582,-2.795192,2.027381,1164.752900
63.067,1.425653,-2.778856,2.044131,1164.777650
63.100,1.436782,-2.756857,2.042200,1164.802378
63.133,1.416716,-2.755998,2.031895,1164.824952
63.167,1.416739,-2.742419,2.048410,1164.846333
63.200,1.414785,-2.738346,2.025573,1164.869612
63.233,1.409003,-2.732475,2.017713,1164.881001
63.267,1.411977,-2.722224,2.020920,1164.892146
63.300,1.408562,-2.716287,2.014010,1164.901875
63.333,1.428028,-2.683141,2.025199,1164.941910
63.367,1.408462,-2.698820,2.017999,1164.967998
63.400,1.412186,-2.688162,2.022777,1164.980258
63.433,1.407681,-2.680426,2.026775,1164.990062
63.467,1.411532,-2.672820,2.020848,1165.000445
63.500,1.401175,-2.669572,2.009248,1165.016331
63.533,1.412005,-2.656135,2.015520,1165.034694
63.567,1.400648,-2.653667,2.006832,1165.049204
63.600,1.391231,-2.650160,2.000137,1165.061279
63.633,1.393324,-2.641121,2.003436,1165.071126
63.667,1.397442,-2.632964,2.002339,1165.080329
63.700,1.390492,-2.628365,2.002604,1165.088667
63.733,1.397243,-2.621520,1.991367,1165.103456
63.767,1.388860,-2.617719,1.991976,1165.112681
63.800,1.389363,-2.612923,1.984169,1165.121857
63.833,1.392772,-2.611329,1.965045,1165.141348
63.867,1.388213,-2.610506,1.946034,1165.160915
63.900,1.388924,-2.600647,1.967149,1165.184229
63.933,1.385576,-2.600097,1.948451,1165.203232
63.967,1.384139,-2.596182,1.941592,1165.211259
64.000,1.384911,-2.592285,1.933518,1165.220257
64.033,1.385371,-2.586522,1.941118,1165.229806
64.067,1.383079,-2.584606,1.932522,1165.238906
64.100,1.383317,-2.579713,1.934406,1165.244155
64.133,1.380681,-2.575071,1.940284,1165.252095
64.167,1.384068,-2.571862,1.929819,1165.263553
64.200,1.379215,-2.569653,1.924606,1165.271009
64.233,1.384434,-2.562419,1.931027,1165.282000
64.267,1.399194,-2.549647,1.937807,1165.302663
64.300,1.387242,-2.551417,1.932439,1165.315885
64.333,1.390101,-2.544251,1.928818,1165.324408
64.367,1.393319,-2.537139,1.934317,1165.333957
64.400,1.399500,-2.531166,1.932626,1165.342717
64.433,1.404416,-2.523327,1.933819,1165.352045
64.467,1.392145,-2.523140,1.923886,1165.367834
64.500,1.397222,-2.514631,1.932424,1165.380913
64.533,1.399984,-2.505022,1.952158,1165.403036
64.567,1.401790,-2.497643,1.955793,1165.411457
64.600,1.393349,-2.495750,1.944998,1165.425290
64.633,1.399657,-2.488291,1.943052,1165.435250
64.667,1.395517,-2.482239,1.947856,1165.444016
64.700,1.395331,-2.477888,1.935764,1165.456867
64.733,1.395866,-2.468476,1.943415,1165.469009
64.767,1.393873,-2.461648,1.938654,1165.477568
64.800,1.398376,-2.449782,1.950047,1165.494624
64.833,1.395216,-2.441367,1.957630,1165.506383
64.867,1.388891,-2.436673,1.945776,1165.520615
64.900,1.392485,-2.425136,1.959212,1165.538685
64.933,1.403030,-2.407568,1.986859,1165.573098
64.967,1.388782,-2.410182,1.955883,1165.607293
65.000,1.377960,-2.406938,1.947719,1165.621233
65.033,1.368033,-2.400410,1.968069,1165.644797
65.067,1.376432,-2.389115,1.963151,1165.659707
65.100,1.387657,-2.372783,1.989621,1165.692774
65.133,1.447953,-2.321377,2.082894,1165.815158
65.167,1.464923,-2.298593,2.113387,1165.856834
65.200,1.405345,-2.379996,1.864277,1166.125593
65.233,1.410301,-2.370343,1.867837,1166.137013
65.267,1.475032,-2.264959,2.136021,1166.432340
65.367,1.484691,-2.231719,2.162740,1166.476069
65.500,1.354169,-2.487005,1.984663,1166.813587
65.533,1.368097,-2.491514,1.978301,1166.829550
65.567,1.359644,-2.488275,1.981169,1166.839046
65.600,1.348505,-2.488168,1.981922,1166.850211
65.633,1.346183,-2.481243,1.998257,1166.868105
65.667,1.356033,-2.475137,1.998442,1166.879696
65.700,1.354836,-2.470893,2.004084,1166.886857
65.733,1.360661,-2.463500,1.987996,1166.905496
65.767,1.344002,-2.461435,1.992292,1166.922823
65.800,1.334254,-2.455361,1.973630,1166.944736
65.833,1.337777,-2.437404,1.985291,1166.966435
65.867,1.333468,-2.436739,1.985755,1166.970819
65.900,1.338717,-2.423247,1.972800,1166.990246
65.933,1.346777,-2.405219,1.977355,1167.010512
65.967,1.335511,-2.394221,1.963085,1167.031760
66.000,1.297276,-2.393327,1.958949,1167.070228
66.033,1.282476,-2.399146,1.943159,1167.092638
66.067,1.277949,-2.381953,1.950050,1167.111706
66.100,1.279106,-2.382932,1.934190,1167.127637
66.133,1.216431,-2.373891,1.942000,1167.191441
66.167,1.210186,-2.365274,1.938083,1167.202780
66.200,1.206088,-2.354630,1.933465,1167.215085
66.233,1.199818,-2.343192,1.929425,1167.228741
66.267,1.191537,-2.332281,1.921929,1167.244355
66.300,1.180815,-2.321544,1.916955,1167.260323
66.333,1.169826,-2.311222,1.912405,1167.276072
66.367,1.157178,-2.298643,1.909509,1167.294143
66.400,1.147649,-2.286253,1.905968,1167.310170
66.433,1.142196,-2.273954,1.900179,1167.324816
66.467,1.132501,-2.262992,1.895476,1167.340187
66.500,1.127157,-2.250701,1.894199,1167.353650
66.533,1.116354,-2.241016,1.887518,1167.369623
66.567,1.108582,-2.226294,1.893857,1167.387437
66.600,1.112770,-2.213954,1.889766,1167.401095
66.633,1.266352,-2.231167,1.857763,1167.558917
66.667,1.275169,-2.222200,1.856718,1167.571537
66.700,1.269110,-2.210531,1.848543,1167.587020
66.733,1.263071,-2.200041,1.842166,1167.600701
66.767,1.263471,-2.190879,1.831544,1167.614734
66.800,1.258804,-2.181115,1.817243,1167.632669
66.833,1.257062,-2.170841,1.815213,1167.643285
66.867,1.261934,-2.163246,1.816993,1167.652482
66.900,1.251637,-2.154824,1.806660,1167.669325
66.933,1.256737,-2.148818,1.804997,1167.677378
66.967,1.253392,-2.143199,1.796606,1167.688017
67.000,1.250591,-2.136466,1.784045,1167.702541
67.033,1.241832,-2.129607,1.775716,1167.716438
67.067,1.251444,-2.120490,1.779829,1167.730310
67.100,1.240441,-2.115002,1.761235,1167.752602
67.133,1.244994,-2.105770,1.763869,1167.763227
67.167,1.239055,-2.100373,1.755106,1167.775109
67.200,1.243864,-2.091359,1.767820,1167.791419
67.233,1.234335,-2.084860,1.754828,1167.808792
67.267,1.235549,-2.077431,1.748818,1167.818426
67.300,1.230301,-2.070756,1.739671,1167.830906
67.333,1.235667,-2.063059,1.750958,1167.845583
67.367,1.230634,-2.059080,1.741662,1167.856879
67.400,1.233935,-2.052979,1.736313,1167.865638
67.433,1.221203,-2.047049,1.730760,1167.880741
67.467,1.224416,-2.041329,1.735238,1167.888685
67.500,1.220317,-2.035811,1.731078,1167.896719
67.533,1.221527,-2.032929,1.733616,1167.900745
67.567,1.213896,-2.027366,1.732866,1167.910218
67.600,1.213644,-2.023459,1.730412,1167.914839
67.633,1.217535,-2.018422,1.743154,1167.929081
67.667,1.213043,-2.015596,1.734087,1167.939587
67.700,1.212416,-2.011836,1.742245,1167.948593
67.733,1.206970,-2.010148,1.739562,1167.954894
67.767,1.210232,-2.006097,1.741594,1167.960478
67.800,1.218019,-2.001538,1.754936,1167.976585
67.833,1.209496,-1.998142,1.741361,1167.992970
67.867,1.209069,-1.994550,1.734428,1168.000790
67.900,1.208280,-1.990518,1.742457,1168.009809
67.933,1.207730,-1.985555,1.743152,1168.014851
67.967,1.208770,-1.981420,1.739376,1168.020546
68.000,1.206965,-1.974895,1.734605,1168.028829
68.033,1.207277,-1.969607,1.731207,1168.035122
68.067,1.204897,-1.963222,1.730249,1168.042004
68.100,1.201703,-1.955149,1.730406,1168.050686
68.133,1.194714,-1.947609,1.713858,1168.070168
68.167,1.193088,-1.936860,1.708445,1168.082312
68.200,1.192564,-1.924545,1.704010,1168.095412
68.233,1.185461,-1.913849,1.692380,1168.112736
68.267,1.184173,-1.901894,1.693643,1168.124826
68.300,1.184266,-1.890499,1.683597,1168.140017
68.333,1.175626,-1.878502,1.670202,1168.159967
68.367,1.172095,-1.866642,1.664985,1168.173396
68.400,1.171663,-1.852727,1.664005,1168.187352
68.433,1.162899,-1.840099,1.654779,1168.205280
68.467,1.161410,-1.828930,1.646212,1168.219434
68.500,1.158953,-1.814223,1.648889,1168.234584
68.533,1.156092,-1.802782,1.634619,1168.253097
68.567,1.151952,-1.789325,1.627835,1168.268725
68.600,1.149030,-1.775854,1.621318,1168.283972
68.633,1.144804,-1.762011,1.612791,1168.300772
68.700,2.346787,-0.137648,-0.755620,1171.414079
68.733,0.289513,1.052506,0.104207,1173.941557
68.800,1.103211,-2.316169,-0.362262,1177.438365
68.833,0.290146,1.052687,0.104042,1180.935178
68.900,0.181669,2.750688,0.555360,1182.695481
68.933,2.006465,0.301910,-0.541467,1185.940388
69.167,0.260127,-2.137158,0.160540,1189.021226
69.200,1.000856,-2.127618,-0.725758,1190.176343
69.233,2.280170,-0.487887,-0.792606,1192.257168
69.267,2.190014,-0.689470,-0.732454,1192.486039
69.300,2.344759,-0.187885,-0.191904,1193.239517
69.333,-0.645527,-1.633789,-1.800937,1196.930240
69.367,2.004612,0.406100,-0.243015,1200.619617
69.400,2.238322,0.037822,-0.217661,1201.056528
69.433,2.224339,-0.219511,-0.425148,1201.387387
69.467,0.984159,-2.030656,-0.768553,1203.609147
69.500,1.525978,-1.884198,-0.762242,1204.170446
69.533,2.350396,-0.371421,-0.141143,1206.001818
69.567,0.180742,-1.981056,-0.340583,1208.710710
69.600,1.956699,0.635729,0.156670,1211.912092
69.633,-0.007113,-1.889302,-0.410996,1215.160873
69.667,1.979499,0.792289,0.394280,1218.593951
69.700,0.430432,-1.991417,-0.579794,1221.925234
69.733,1.187845,-1.242131,1.593703,1224.345810
69.767,1.186433,-1.234308,1.584114,1224.358266
69.800,1.186041,-1.221415,1.584975,1224.371193
69.833,1.190856,-1.209923,1.587279,1224.383864
69.867,1.189522,-1.201306,1.583755,1224.393270
69.900,1.196955,-1.197452,1.571318,1224.408262
69.933,1.197852,-1.186910,1.572268,1224.418884
69.967,1.196507,-1.174697,1.574004,1224.431293
70.000,1.196778,-1.165191,1.574565,1224.440819
70.033,1.197806,-1.157615,1.572861,1224.448652
70.067,1.194821,-1.145220,1.579111,1224.462851
70.100,1.192741,-1.135481,1.582996,1224.473542
70.133,1.189109,-1.125280,1.587304,1224.485195
70.167,1.187175,-1.116212,1.590283,1224.494933
70.200,1.184261,-1.104312,1.596072,1224.508484
70.233,1.178755,-1.087615,1.605277,1224.528330
70.267,1.176441,-1.075280,1.608810,1224.541367
70.300,1.169553,-1.054632,1.622229,1224.566938
70.333,1.164015,-1.037404,1.630788,1224.586956
70.367,1.156792,-1.018000,1.641480,1224.610258
70.400,1.149736,-0.995801,1.649886,1224.635022
70.433,1.146771,-0.986867,1.633829,1224.653634
70.467,1.140868,-0.968567,1.640419,1224.673960
70.500,1.122288,-0.940043,1.668521,1224.718103
70.533,1.115109,-0.919068,1.676332,1224.741609
70.567,1.107154,-1.069479,1.538935,1224.945483
70.600,1.107032,-1.062215,1.530136,1224.956894
70.633,1.065805,-1.066974,1.527755,1224.998463
70.667,1.042858,-1.069876,1.516917,1225.024007
70.700,1.056488,-1.059030,1.507561,1225.043779
70.733,1.065266,-1.049237,1.499695,1225.059103
70.767,1.048259,-1.048350,1.492544,1225.077574
70.800,1.053987,-1.032307,1.493018,1225.094616
70.833,1.141504,-0.861055,1.505998,1225.287372
70.867,1.110647,-0.900338,1.581865,1225.378208
70.900,1.105915,-0.891514,1.580761,1225.388282
70.933,1.102423,-0.884912,1.577601,1225.396391
70.967,1.238102,-0.998110,1.464908,1225.605967
71.000,1.097815,-0.907172,1.523023,1225.782963
71.367,0.503877,-0.998281,1.744208,1226.423265
71.400,0.804021,-0.650869,0.337898,1227.902618
71.433,0.824229,-0.639742,0.338493,1227.925695
71.467,0.842535,-0.620804,0.334368,1227.952355
71.500,0.842228,-0.629918,0.346300,1227.967373
71.533,0.398305,-0.964540,1.759599,1229.486074
71.567,0.881219,-0.586586,0.329312,1231.042280
71.600,0.898342,-0.584518,0.340216,1231.062685
71.633,0.913711,-0.559617,0.331711,1231.093158
71.667,0.930472,-0.543076,0.329504,1231.116810
71.700,0.939770,-0.546332,0.344096,1231.134416
71.733,0.947879,-0.532714,0.341063,1231.150554
71.767,0.962602,-0.525734,0.342964,1231.166958
71.800,0.968032,-0.504565,0.334541,1231.190379
71.833,0.455390,-1.017619,1.491223,1232.555641
71.867,1.007988,-0.482025,0.348382,1233.933433
71.900,1.015005,-0.471799,0.346252,1233.946016
71.933,-0.018992,0.394782,2.184305,1236.226049
71.967,0.221973,-0.862283,1.810726,1237.559405
72.000,0.310947,-0.950281,1.694366,1237.730284
72.033,-0.073831,0.123894,2.284005,1239.014643
72.067,1.041839,-0.434933,0.354875,1241.312152
72.100,1.050458,-0.418335,0.350251,1241.331418
72.133,0.298920,-0.925102,1.686649,1242.946218
72.167,0.191390,-0.830423,1.820778,1243.142477
72.633,1.695974,-0.855857,1.964310,1244.654107
72.667,1.687524,-0.863588,1.959908,1244.666377
72.700,1.679826,-0.869671,1.955873,1244.676986
72.733,1.677520,-0.871164,1.954306,1244.680148
72.767,1.675471,-0.868412,1.943968,1244.691041
72.800,1.669039,-0.877867,1.943290,1244.702496
72.833,1.663561,-0.878459,1.936792,1244.711015
72.867,1.660548,-0.878797,1.931349,1244.717245
72.900,1.658696,-0.881512,1.932141,1244.720626
72.933,1.658619,-0.886182,1.930848,1244.725472
72.967,1.661299,-0.879175,1.925947,1244.734433
73.000,1.656972,-0.875741,1.913992,1244.747603
73.033,1.651328,-0.889971,1.923059,1244.765395
73.067,1.643592,-0.891188,1.913498,1244.777755
73.100,1.644059,-0.890540,1.911110,1244.780272
73.133,1.639785,-0.895761,1.906014,1244.788727
73.167,1.634639,-0.901824,1.908562,1244.797079
73.200,1.632540,-0.904643,1.903232,1244.803464
73.233,1.619541,-0.912825,1.899091,1244.819372
73.267,1.618765,-0.916814,1.901483,1244.824088
73.300,1.612895,-0.923093,1.896916,1244.833821
73.333,1.608079,-0.922812,1.891800,1244.840853
73.367,1.602256,-0.932103,1.890414,1244.851905
73.400,1.603372,-0.933513,1.886633,1244.856092
73.433,1.596886,-0.939998,1.885200,1244.865375
73.467,1.593766,-0.938444,1.879577,1244.871990
73.500,1.590134,-0.946615,1.878626,1244.880983
73.533,1.581840,-0.950397,1.868573,1244.894554
73.567,1.573558,-0.955684,1.868144,1244.904389
73.600,1.576906,-0.959735,1.868310,1244.909647
73.633,1.683093,-0.903753,1.888817,1245.031426
73.667,1.674389,-0.911048,1.884419,1245.043605
73.700,1.880775,-0.741250,1.737850,1245.348415
73.733,2.103659,0.222607,2.425731,1246.553354
73.767,0.591423,-0.340549,3.560402,1248.526038
73.800,2.239932,0.047892,2.010993,1250.821498
73.833,1.777627,-0.827684,1.751090,1251.845172
73.867,1.531347,-1.001809,1.845507,1252.161223
73.900,-0.043225,0.594577,2.264070,1254.442214
73.933,1.665167,-0.918763,1.821486,1256.767011
73.967,-0.176255,0.575744,2.333478,1259.193227
74.000,1.512732,-1.013935,1.835139,1261.565589
74.033,1.509721,-1.015665,1.831023,1261.570975
74.067,1.639398,-0.940159,1.822133,1261.721295
74.100,-0.045164,0.591377,2.237471,1264.035567
74.133,1.628174,-0.945312,1.807818,1266.347725
74.167,1.493940,-1.025200,1.824206,1266.504790
74.200,-0.036915,0.603775,2.223311,1268.775552
74.233,-0.033963,0.604561,2.212276,1268.787001
74.267,1.476260,-1.032397,1.824171,1271.047760
74.300,1.465820,-1.039831,1.819157,1271.061522
74.333,1.459027,-1.039768,1.817190,1271.068595
74.367,1.454694,-1.046680,1.822774,1271.078481
74.400,1.446135,-1.060030,1.831275,1271.096474
74.433,1.445512,-1.053358,1.821747,1271.108122
74.467,1.553785,-0.990064,1.820920,1271.233540
74.500,1.434600,-1.057722,1.814863,1271.370724
74.533,1.438054,-1.059414,1.822633,1271.379394
74.567,-0.000562,0.636927,2.167922,1273.630263
74.600,1.605609,-0.946676,1.753595,1275.923569
74.633,-0.131596,0.627558,2.251866,1278.320311
74.667,1.413543,-1.070604,1.814816,1280.657451
74.700,1.734618,-0.825087,1.619664,1281.106285
74.733,-0.401296,-0.404454,3.251248,1283.826786
74.767,-0.244549,-0.440702,3.347609,1284.014320
74.800,1.885054,0.391312,2.693127,1286.392513
74.833,0.837357,-0.295194,3.557673,1287.914486
74.867,1.376980,-1.092019,1.815837,1289.904490
74.900,1.482604,-1.034909,1.800483,1290.025542
74.933,1.372390,-1.100657,1.822251,1290.155711
74.967,1.569146,-0.965765,1.712759,1290.418194
75.000,1.345737,-1.113793,1.820529,1290.707050
75.033,1.339501,-1.121525,1.830315,1290.720994
75.067,1.641432,-0.863295,1.590996,1291.184803
75.100,1.319989,-1.119436,1.825362,1291.657943
75.133,1.310543,-1.121690,1.823353,1291.667860
75.167,1.307193,-1.130942,1.828541,1291.678984
75.200,1.297995,-1.140412,1.833022,1291.692925
75.233,1.296222,-1.142677,1.837837,1291.698533
75.267,1.289758,-1.146819,1.841762,1291.707156
75.300,1.281105,-1.140708,1.828239,1291.724334
75.333,1.274510,-1.147682,1.835381,1291.736298
75.367,1.267527,-1.145066,1.830495,1291.745213
75.400,1.262935,-1.146832,1.830512,1291.750134
75.433,1.253898,-1.144881,1.828483,1291.759599
75.467,1.246994,-1.149081,1.831235,1291.768136
75.500,1.242431,-1.149645,1.835894,1291.774681
75.533,1.237026,-1.146178,1.831303,1291.782575
75.567,1.225563,-1.156112,1.841574,1291.800893
75.600,1.230187,-1.149013,1.834141,1291.812163
75.633,1.213041,-1.152910,1.830322,1291.830156
75.667,1.211856,-1.156159,1.839337,1291.839811
75.700,1.199539,-1.156346,1.835990,1291.852576
75.733,1.210096,-1.161273,1.843682,1291.866536
75.767,1.194641,-1.162290,1.846638,1291.882304
75.800,1.190819,-1.159602,1.847699,1291.887096
75.833,1.189824,-1.161699,1.844319,1291.891196
75.867,1.180889,-1.160265,1.847995,1291.900962
75.900,1.178818,-1.158901,1.849443,1291.903834
75.933,1.178118,-1.154979,1.840723,1291.913421
75.967,1.163983,-1.161196,1.846293,1291.929836
76.000,1.164850,-1.166651,1.855487,1291.940562
76.033,1.165458,-1.165369,1.855368,1291.941986
76.067,1.147823,-1.166934,1.854112,1291.959734
76.100,1.147589,-1.168850,1.861585,1291.967453
76.133,1.135964,-1.160485,1.847860,1291.987289
76.167,1.129854,-1.166192,1.855629,1291.998702
76.200,1.134718,-1.169921,1.863791,1292.008909
76.233,1.119280,-1.167870,1.860731,1292.024780
76.267,1.116104,-1.159702,1.851546,1292.037476
76.300,1.123875,-1.156147,1.851586,1292.046022
76.333,1.109067,-1.160588,1.856963,1292.062390
76.367,1.109705,-1.158131,1.855045,1292.065571
76.400,1.102218,-1.163529,1.861307,1292.076724
76.433,1.092002,-1.162552,1.864673,1292.087524
76.467,1.094799,-1.155470,1.857314,1292.098113
76.500,1.085168,-1.159726,1.867846,1292.113006
76.533,1.081333,-1.142192,1.849317,1292.138802
76.567,1.076281,-1.151755,1.864197,1292.157198
76.600,1.069117,-1.147517,1.864716,1292.165537
76.633,1.076255,-1.142513,1.865072,1292.174261
76.667,1.073036,-1.146263,1.874820,1292.185189
76.700,1.063923,-1.150531,1.881128,1292.197066
76.733,1.065183,-1.150567,1.889581,1292.205612
76.767,1.061613,-1.152509,1.894126,1292.211710
76.800,1.056498,-1.141845,1.885537,1292.226327
76.833,1.052370,-1.137916,1.886864,1292.232179
76.867,1.052516,-1.135030,1.889590,1292.236151
76.900,1.043664,-1.135419,1.899635,1292.249546
76.933,1.047859,-1.134454,1.908405,1292.259315
76.967,1.041004,-1.135829,1.916066,1292.269687
77.000,1.035248,-1.128458,1.916042,1292.279039
77.033,1.039264,-1.120201,1.919540,1292.288864
77.067,1.033296,-1.126623,1.935473,1292.307050
77.100,1.026911,-1.117458,1.935842,1292.318227
77.133,1.039282,-1.117704,1.946430,1292.334512
77.167,1.033928,-1.123830,1.966246,1292.355934
77.200,1.041738,-1.116627,1.965612,1292.366577
77.233,1.042717,-1.119996,1.974698,1292.376317
77.267,1.037476,-1.112034,1.975951,1292.385931
77.300,1.038995,-1.112806,1.988207,1292.398305
77.333,1.028955,-1.113202,1.998056,1292.412375
77.367,1.032808,-1.111257,2.001080,1292.417645
77.400,1.033300,-1.106046,2.002406,1292.423044
77.433,1.028897,-1.104987,2.006990,1292.429488
77.467,1.026829,-1.101557,2.009269,1292.434097
77.500,1.026718,-1.094968,2.005476,1292.441700
77.533,1.025781,-1.092354,2.014393,1292.451040
77.567,1.032617,-1.092088,2.018298,1292.458917
77.600,1.030859,-1.090977,2.031263,1292.472048
77.633,1.040029,-1.084794,2.032237,1292.483151
77.667,1.033545,-1.085812,2.037715,1292.491700
77.700,1.034377,-1.082659,2.045429,1292.500076
77.733,1.031733,-1.081364,2.049447,1292.505057
77.767,1.039177,-1.073200,2.047869,1292.516217
77.800,1.034648,-1.077142,2.059767,1292.529545
77.833,1.029274,-1.071342,2.061147,1292.537571
77.867,1.032012,-1.065712,2.056387,1292.545435
77.900,1.030737,-1.060879,2.054929,1292.550643
77.933,1.023798,-1.059975,2.056790,1292.557883
77.967,1.026872,-1.056017,2.053044,1292.564140
78.000,1.017627,-1.044479,2.044471,1292.581231
78.033,1.007519,-1.043633,2.042991,1292.591482
78.067,1.013764,-1.039825,2.036209,1292.601456
78.100,1.012955,-1.037168,2.032066,1292.606444
78.133,1.015380,-1.036217,2.029413,1292.610162
78.167,1.009401,-1.031218,2.021404,1292.621337
78.200,1.009605,-1.031728,2.019875,1292.622961
78.233,1.004665,-1.028550,2.011644,1292.633074
78.267,1.007082,-1.025975,2.006183,1292.639577
78.300,0.996532,-1.027183,2.003611,1292.650503
78.333,0.994619,-1.025961,1.999061,1292.655587
78.367,0.994500,-1.025027,1.994672,1292.660076
78.400,0.994490,-1.025564,1.992850,1292.661976
78.433,0.987414,-1.013394,1.973346,1292.686030
78.467,0.987796,-1.009951,1.967778,1292.692587
78.500,0.981597,-1.008873,1.963537,1292.700175
78.533,0.989442,-1.010407,1.958451,1292.709651
78.567,0.985752,-1.004286,1.952336,1292.719057
78.600,0.991937,-1.006925,1.952536,1292.725784
78.633,0.995673,-0.996860,1.938254,1292.743651
78.667,1.061344,-0.953859,1.900908,1292.830580
78.700,0.990075,-0.990649,1.926971,1292.914913
78.733,0.982627,-0.981874,1.908964,1292.936284
78.767,0.978381,-0.981504,1.907655,1292.940742
78.800,1.042823,-0.934595,1.861093,1293.033052
78.833,0.962482,-0.970144,1.892186,1293.126246
78.867,1.023050,-0.914829,1.837817,1293.224654
78.900,0.949221,-0.959460,1.868527,1293.316227
78.933,0.937628,-0.962241,1.864132,1293.328934
78.967,0.927109,-0.961923,1.859039,1293.340626
79.000,0.909603,-0.969061,1.861334,1293.359670
79.033,0.939414,-0.916990,1.810958,1293.438015
79.067,0.886020,-0.957478,1.843486,1293.512502
79.100,0.932873,-0.910880,1.793214,1293.595531
79.133,0.909888,-0.899418,1.778078,1293.625344
79.167,0.900787,-0.902398,1.779506,1293.635027
79.200,0.888764,-0.897248,1.772913,1293.649674
79.233,0.865639,-0.889518,1.761487,1293.676601
79.267,0.861061,-0.893344,1.761486,1293.682567
79.300,0.844492,-0.872575,1.740444,1293.716459
79.333,0.799797,-0.860639,1.736445,1293.762893
79.367,0.816850,-0.857514,1.729447,1293.781589
79.400,0.761140,-0.846949,1.726005,1293.838396
79.433,0.804314,-0.836428,1.712615,1293.884806
79.467,0.760846,-0.830115,1.712188,1293.928732
79.500,0.757674,-0.826105,1.707914,1293.935397
79.533,0.755094,-0.829260,1.707463,1293.939496
79.567,0.739477,-0.809869,1.693498,1293.968043
